,Voltages,Times
516,2.3e-05,1648658490.0872998
517,-8.1e-05,1648658495.087307
518,-0.00031,1648658500.0872178
519,-0.000606,1648658505.0872335
520,-0.000694,1648658510.0873106
521,-0.000548,1648658515.0872242
522,-0.000256,1648658520.0872166
523,-3e-05,1648658525.0873184
524,5.9e-05,1648658530.0872896
525,-5.8e-05,1648658535.0871952
526,-0.000305,1648658540.087235
527,-0.000525,1648658545.0872443
528,-0.000587,1648658550.087255
529,-0.000461,1648658555.087222
530,-0.000221,1648658560.087272
531,1.3e-05,1648658565.0872624
532,8.6e-05,1648658570.087248
533,-2e-05,1648658575.087248
534,-0.000236,1648658580.087316
535,-0.00044,1648658585.0872626
536,-0.000499,1648658590.0872135
537,-0.000446,1648658595.087312
538,-0.000224,1648658600.087297
539,-3.5e-05,1648658605.0872178
540,-3e-06,1648658610.0872803
541,-0.000119,1648658615.0872622
542,-0.000341,1648658620.0872612
543,-0.00056,1648658625.0872464
544,-0.000614,1648658630.087322
545,-0.00051,1648658635.0872397
546,-0.000274,1648658640.0872848
547,-7.3e-05,1648658645.0872967
548,-0.0,1648658650.0872312
549,-0.000114,1648658655.0872936
550,-0.000338,1648658660.0872927
551,-0.000531,1648658665.0872803
552,-0.000569,1648658670.087237
553,-0.000436,1648658675.0872893
554,-0.00021,1648658680.0872195
555,-4.6e-05,1648658685.0872202
556,-8e-06,1648658690.0872416
557,-0.000128,1648658695.0872767
558,-0.000348,1648658700.087242
559,-0.000531,1648658705.0872123
560,-0.00055,1648658710.0872922
561,-0.000411,1648658715.0872464
562,-0.000177,1648658720.0872421
563,3.5e-05,1648658725.087304
564,9.2e-05,1648658730.087271
565,-3.9e-05,1648658735.0872474
566,-0.000334,1648658740.087256
567,-0.000517,1648658745.0872383
568,-0.000539,1648658750.0872505
569,-0.000432,1648658755.0872295
570,-0.000247,1648658760.0872436
571,-9.4e-05,1648658765.0872152
572,-9.4e-05,1648658770.087283
573,-0.000212,1648658775.0872383
574,-0.000379,1648658780.0872762
575,-0.000516,1648658785.087273
576,-0.000496,1648658790.0872216
577,-0.000344,1648658795.0872712
578,-0.000144,1648658800.0872765
579,-5.3e-05,1648658805.087236
580,-4.3e-05,1648658810.087217
581,-0.000191,1648658815.0872724
582,-0.000415,1648658820.0872822
583,-0.000522,1648658825.0872936
584,-0.000491,1648658830.0872056
585,-0.000332,1648658835.0872695
586,-0.000128,1648658840.0870593
587,-4.3e-05,1648658845.087243
588,-7.5e-05,1648658850.087226
589,-0.000244,1648658855.0872545
590,-0.000412,1648658860.0872524
591,-0.000495,1648658865.0872724
592,-0.000442,1648658870.0873046
593,-0.000266,1648658875.0872185
594,-9.4e-05,1648658880.0873065
595,-4.4e-05,1648658885.0872927
596,-0.000107,1648658890.0872154
597,-0.000262,1648658895.0873165
598,-0.000439,1648658900.0872478
599,-0.000501,1648658905.0872247
600,-0.000437,1648658910.0873275
601,-0.000283,1648658915.087211
602,-0.000133,1648658920.0872643
603,-8.2e-05,1648658925.0872788
604,-0.000143,1648658930.0872908
605,-0.000299,1648658935.0872765
606,-0.000426,1648658940.0872297
607,-0.000454,1648658945.0872996
608,-0.000357,1648658950.0872495
609,-0.000195,1648658955.0872142
610,-4.7e-05,1648658960.0872877
611,-8.7e-05,1648658965.0872498
612,-0.000209,1648658970.0872512
613,-0.000369,1648658975.0872612
614,-0.000483,1648658980.0872352
615,-0.000473,1648658985.0872767
616,-0.000351,1648658990.0872757
617,-0.000209,1648658995.087234
618,-0.000113,1648659000.0873067
619,-0.000148,1648659005.0873184
620,-0.000248,1648659010.0873053
621,-0.00042,1648659015.0872526
622,-0.000502,1648659020.0872757
623,-0.000471,1648659025.0872507
624,-0.000329,1648659030.0872507
625,-0.000184,1648659035.0872946
626,-0.000107,1648659040.0872366
627,-0.000152,1648659045.0872822
628,-0.000279,1648659050.087235
629,-0.000381,1648659055.087328
630,-0.00042,1648659060.0872772
631,-0.000353,1648659065.0872428
632,-0.000215,1648659070.0872977
633,-9.9e-05,1648659075.0872855
634,-7.2e-05,1648659080.0872266
635,-0.000162,1648659085.087262
636,-0.00028,1648659090.0872583
637,-0.000395,1648659095.0872412
638,-0.000425,1648659100.0872183
639,-0.000342,1648659105.0872748
640,-0.000234,1648659110.0872571
641,-0.00012,1648659115.0872605
642,-0.000124,1648659120.0852754
643,-0.000222,1648659125.0872278
644,-0.000347,1648659130.1168368
645,-0.000416,1648659135.0853357
646,-0.000387,1648659140.087267
647,-0.000278,1648659145.0853264
648,-0.000164,1648659150.0873127
649,-9.2e-05,1648659155.0872724
650,-0.000141,1648659160.0872767
651,-0.000279,1648659165.0853426
652,-0.000404,1648659170.0872755
653,-0.000445,1648659175.0873644
654,-0.000397,1648659180.0872548
655,-0.000286,1648659185.0872846
656,-0.000182,1648659190.0872903
657,-0.000146,1648659195.0872586
658,-0.000211,1648659200.0872862
659,-0.00032,1648659205.087317
660,-0.000417,1648659210.087289
661,-0.000429,1648659215.087312
662,-0.000358,1648659220.0873125
663,-0.000248,1648659225.0872772
664,-0.000163,1648659230.0873044
665,-0.000166,1648659235.0873156
666,-0.000245,1648659240.087287
667,-0.000346,1648659245.087315
668,-0.000399,1648659250.0852735
669,-0.000378,1648659255.0872838
670,-0.000308,1648659260.0873024
671,-0.000206,1648659265.087273
672,-0.000165,1648659270.0873182
673,-0.0002,1648659275.0873265
674,-0.000298,1648659280.0873084
675,-0.000399,1648659285.087274
676,-0.000433,1648659290.087302
677,-0.000364,1648659295.087329
678,-0.000262,1648659300.0873172
679,-0.000165,1648659305.0872242
680,-0.000158,1648659310.0873227
681,-0.000213,1648659315.0872724
682,-0.000307,1648659320.0872853
683,-0.000395,1648659325.0873032
684,-0.000391,1648659330.0872688
685,-0.000322,1648659335.0872936
686,-0.000178,1648659340.0872314
687,-0.000128,1648659345.087239
688,-0.000176,1648659350.0872283
689,-0.000263,1648659355.0872998
690,-0.000341,1648659360.0872324
691,-0.000355,1648659365.0872195
692,-0.000321,1648659370.0872927
693,-0.000247,1648659375.0872872
694,-0.000165,1648659380.0873086
695,-0.00013,1648659385.0872548
696,-0.000168,1648659390.087262
697,-0.000241,1648659395.087288
698,-0.000324,1648659400.0853195
699,-0.000338,1648659405.0872583
700,-0.000281,1648659410.0872304
701,-0.000196,1648659415.0872405
702,-0.000131,1648659420.087227
703,-0.000157,1648659425.0872197
704,-0.000229,1648659430.0872886
705,-0.000319,1648659435.087237
706,-0.000378,1648659440.0872538
707,-0.00037,1648659445.0872698
708,-0.000286,1648659450.0872738
709,-0.0002,1648659455.08732
710,-0.000161,1648659460.0872407
711,-0.000199,1648659465.0872858
712,-0.000287,1648659470.0872297
713,-0.000378,1648659475.0872548
714,-0.000385,1648659480.0872357
715,-0.000333,1648659485.0872257
716,-0.000226,1648659490.0872574
717,-0.000147,1648659495.087296
718,-0.000134,1648659500.0872757
719,-0.000194,1648659505.087238
720,-0.000289,1648659510.087234
721,-0.000348,1648659515.0872583
722,-0.00037,1648659520.0871933
723,-0.000303,1648659525.0872848
724,-0.000222,1648659530.0873177
725,-0.000164,1648659535.0872512
726,-0.000185,1648659540.0873137
727,-0.000266,1648659545.0872583
728,-0.000333,1648659550.0872607
729,-0.000351,1648659555.087295
730,-0.000302,1648659560.087243
731,-0.000213,1648659565.0872135
732,-0.000158,1648659570.0872416
733,-0.000146,1648659575.0872295
734,-0.000187,1648659580.087236
735,-0.000278,1648659585.0872989
736,-0.000328,1648659590.087265
737,-0.000303,1648659595.0873067
738,-0.000254,1648659600.087283
739,-0.00017,1648659605.0872734
740,-0.000144,1648659610.0873272
741,-0.00017,1648659615.0872722
742,-0.000246,1648659620.0873055
743,-0.000307,1648659625.0872896
744,-0.000315,1648659630.0872905
745,-0.00025,1648659635.0853229
746,-0.000148,1648659640.0873158
747,-8.8e-05,1648659645.0872428
748,-0.000106,1648659650.087278
749,-0.00017,1648659655.0872176
750,-0.000257,1648659660.087351
751,-0.000302,1648659665.0872955
752,-0.000259,1648659670.0873196
753,-0.000165,1648659675.087296
754,-0.000108,1648659680.0873
755,-9.9e-05,1648659685.0873055
756,-0.000191,1648659690.0872438
757,-0.000301,1648659695.0872295
758,-0.000376,1648659700.0873148
759,-0.000379,1648659705.0872452
760,-0.000312,1648659710.0872848
761,-0.000198,1648659715.087229
762,-0.000126,1648659720.0872715
763,-0.000136,1648659725.103841
764,-0.000224,1648659730.087288
765,-0.000323,1648659735.087297
766,-0.000352,1648659740.0872638
